doi;hal;ads_ok;ads_ko;ma_ok;xref_ok;xref_ko;scigraph;elsevier;plos;ma_ko
10.1073/pnas.1703054114;;;;1;;;;;;1
10.1016/j.pepi.2017.08.004;;;;1;;;;1;;1
10.1002/anie.201704271;;;;1;;;;;;1
10.1016/j.jsb.2017.07.002;;;;1;;;;1;;1
10.1021/acscatal.7b02001;;;;1;;;;;;1
10.1016/j.jelechem.2017.11.002;;;;;;;;1;;1
10.1021/acs.estlett.7b00348;;;;1;;;;;;1
10.1016/j.corsci.2017.08.016;;;;1;;;;1;;1
10.1002/macp.201700127;;;;1;;;;;;1
10.1016/j.molp.2017.07.004;;;;1;;;;1;;1
10.1016/j.epsl.2017.08.002;;;;1;;;;1;;1
10.1021/acs.langmuir.7b02076;;;;1;;;;;;1
10.1093/nar/gkx609;;;;1;;;;;;1
10.1246/cl.170032;;;;1;;;;;;1
10.1093/ehjci/jew314;;;;1;;;;;;1
10.1016/j.matdes.2017.08.070;;;;1;;;;1;;1
10.1016/j.apsusc.2017.09.025;;;;1;;;;1;;1
10.1016/j.apsusc.2017.08.219;;;;1;;;;1;;1
10.1038/s41598-017-11721-z;1;;;1;;;1;;;1
10.1038/s41467-017-00300-5;;;;1;;;1;;;1
10.1016/j.carbon.2017.07.070;;;;1;;;;1;;1
10.1016/j.jcrysgro.2017.06.026;;;;1;;;;1;;1
10.1016/j.ijhydene.2017.04.271;;;;1;;;;1;;1
10.1080/08957959.2016.1269174;;;;1;;;;;;1
10.1016/j.jeurceramsoc.2017.06.020;;;;1;;;;1;;1
10.1016/j.jnoncrysol.2017.06.012;1;;;1;;;;1;;1
10.1016/j.bbabio.2017.07.002;;;;1;;;;1;;1
10.1016/j.ijhydene.2017.04.298;;;;1;;;;1;;1
10.1016/j.irbm.2017.06.002;1;;;1;;;;1;;1
10.1016/j.jmb.2017.07.011;;;;1;;;;1;;1
10.1098/rsos.161084;;;;1;;;;;;1
10.1016/j.ijhydene.2017.03.045;;;;1;;;;1;;1
10.1016/j.ejmp.2017.06.009;;;;1;;;;1;;1
10.1016/j.bbabio.2017.08.002;;;;1;;;;1;;1
10.1016/j.ijpharm.2017.08.106;;;;1;;;;1;;1
10.1016/j.virol.2017.08.020;;;;1;;;;1;;1
10.1016/j.solidstatesciences.2017.08.020;;;;1;;;;1;;1
10.1126/science.aan6349;1;;;1;;;;;;1
10.1021/acs.inorgchem.6b02912;;;;1;;;;;;1
10.1557/mrs.2017.116;;;;;;;;;;1
10.2138/am-2017-5832;;;;1;;;;;;1
10.1007/s11440-017-0578-5;;;;1;;;1;;;1
10.1117/12.2272971;;;;1;;;;;;1
10.1002/admi.201700230;;;;1;;;;;;1
10.1021/acs.jpclett.7b01787;;;;1;;;;;;1
10.1134/s1063774518020189;;;;1;;;;;;
10.1021/acs.jpcc.7b04905;;;;1;;;;;;1
10.1021/acs.est.7b02397;1;;;1;;;;;;1
10.1021/acs.cgd.7b00315;;;;1;;;;;;1
10.1117/12.2271139;;;;1;;;;;;1
10.1038/s41598-017-10625-2;;;;1;;;1;;;1
10.1038/s41598-017-10917-7;;;;1;;;1;1;;1
10.15252/embj.201796571;1;;;1;;;;;;1
10.1038/s41467-017-00165-8;1;;;1;;;1;;;1
10.1007/s11224-017-1012-1;;;;1;;;1;;;1
10.1007/s11664-017-5691-6;;;;1;;;1;;;1
10.1007/s10930-017-9717-y;;;;1;;;1;;;1
10.1080/00958972.2017.1336231;;;;1;;;;;;1
10.1007/s11663-017-0989-6;1;;;1;;;1;;;1
10.1021/jacs.7b07075;;;;1;;;;;;1
10.1039/c7dt03641h;;;;1;;;;;;
10.1088/1361-6463/aac3ee;;;;;;;;;;1
10.1021/jacs.7b06935;;;;1;;;;;;1
10.1002/chem.201701493;;;;1;;;;;;1
10.1093/nar/gkx604;;;;1;;;;;;1
10.1038/s41598-017-11948-w;;;;1;;;1;;;1
10.1016/j.scriptamat.2017.09.030;;;;1;;;;1;;1
10.1007/s10948-017-4317-9;;;;1;;;1;;;1
10.1021/acs.jpclett.7b01845;;;;1;;;;;;1
10.1111/joa.12692;;;;1;;;;;;1
10.1111/cod.12862;;;;1;;;;;;1
10.1126/science.aao1583;;;;1;;;;;;1
10.1002/adma.201701641;;;;1;;;;;;1
10.1016/j.jhevol.2017.08.009;;;;1;;;;1;;1
10.1016/j.jsb.2017.08.006;;;;1;;;;1;;1
10.1007/978-3-319-66787-4_9;;;;1;;;1;;;1
10.1038/s41564-017-0013-6;;;;1;;;1;;;1
10.1021/acs.jpcc.7b06044;;;;1;;;;;;1
10.1002/anie.201704615;;;;1;;;;;;1
10.1021/acs.jpcc.7b06751;;;;1;;;;;;1
10.1063/1.5000015;;;;1;;;;;;1
10.1021/acschemneuro.7b00201;;;;1;;;;;;1
10.1021/acs.jpcb.7b06400;;;;1;;;;;;1
10.1021/acs.biochem.7b00500;;;;1;;;;;;1
10.1002/ejoc.201700878;;;;1;;;;;;1
10.1021/acsinfecdis.7b00072;;;;1;;;;;;1
10.1021/acs.cgd.7b01283;;;;1;;;;;;1
10.1371/journal.pone.0184045;;;;1;;;;;;1
10.1088/1361-6560/aa8d63;;;;1;;;;;;1
10.1021/acs.chemrev.6b00417;;;;1;;;;;;1
10.1002/prot.25335;;;;1;;;;;;1
10.1002/cmdc.201700340;;;;1;;;;;;1
10.1039/c8nr00353j;;;;1;;;;;;
10.1002/chem.201701592;;;;1;;;;;;1
10.1002/chem.201702614;;;;1;;;;;;1
10.1002/chem.201700887;;;;1;;;;;;1
10.1021/acs.inorgchem.7b01908;;;;1;;;;;;1
10.1021/acs.jpcc.7b07089;;;;1;;;;;;1
10.1021/acs.langmuir.7b02664;;;;1;;;;;;1
10.1021/acs.jmedchem.7b00930;;;;1;;;;;;1
10.1117/12.2276148;;;;1;;;;;;1
10.1016/j.engfracmech.2017.03.050;;;;1;;;;1;;1
10.1016/j.surfin.2017.09.001;;;;1;;;;1;;1
10.1016/j.jnoncrysol.2017.08.035;;;;1;;;;1;;1
10.1016/j.msea.2017.09.013;;;;1;;;;1;;1
10.1016/j.bpc.2017.05.001;;;;1;;;;1;;1
10.1016/j.tca.2017.09.021;;;;1;;;;1;;1
10.1016/j.molcel.2017.08.020;;;;1;;;;1;;1
10.1016/j.str.2017.08.007;;;;1;;;;1;;1
10.1016/j.colsurfa.2017.04.031;;;;1;;;;1;;1
10.1016/j.sab.2017.09.012;;;;1;;;;1;;1
10.1093/nar/gkx685;;;;1;;;;;;1
10.1016/j.jcrysgro.2017.09.013;1;;;1;;;;1;;1
10.1016/j.bbapap.2017.08.011;;;;1;;;;1;;1
10.1007/s10853-017-1573-9;1;;;1;;;1;;;1
10.3389/fphys.2017.00769;;;;1;;;;;;1
10.1016/j.epsl.2017.09.009;1;;;1;;;;1;;1
10.1016/j.promfg.2017.08.031;1;;;1;;;;1;;1
10.1016/j.jmb.2017.09.002;;;;1;;;;1;;1
10.1371/journal.pone.0184961;;;;1;;;;1;1;1
10.1016/j.jmb.2017.08.016;1;;;1;;;;1;;1
10.1016/j.memsci.2017.09.012;;;;1;;;;1;;1
10.1093/nar/gkx658;;;;1;;;;;;1
10.1038/s41467-017-00783-2;;;;1;;;1;;;1
10.1111/jace.15049;;;;1;;;;;;1
10.1126/sciadv.1603187;1;;;1;;;;;;1
10.1021/acs.jmedchem.7b01006;;;;1;;;;;;1
10.1117/12.2272561;1;;;1;;;;;;1
10.1002/hbm.23766;;;;1;;;;;;1
10.1117/12.2274120;;;;1;;;;;;1
10.1117/12.2273273;;;;1;;;;;;1
10.1107/s1600577517018057;;;;1;;;;;;
10.1002/bit.26372;;;;1;;;;;;1
10.1557/mrs.2017.208;;;;;;;;;;1
10.1016/j.msea.2017.10.035;;;;1;;;;1;;1
10.1002/chem.201702900;;;;1;;;;;;1
10.1021/acs.chemmater.7b03956;;;;1;;;;;;1
10.1021/acsami.7b09386;;;;1;;;;;;1
10.1002/chem.201703510;;;;1;;;;;;1
10.1002/9783527699827.ch39;;;;1;;;;;;1
10.1007/978-3-319-52675-1_20;;;;1;;;1;;;1
10.1021/acsami.7b11643;;;;;;;;;;1
10.1021/acs.jpcc.7b06558;;;;1;;;;;;1
10.1021/acs.molpharmaceut.7b00348;;;;1;;;;;;1
10.1021/acsmedchemlett.7b00296;;;;1;;;;;;1
10.1021/acs.biomac.7b00773;;;;;;;;;;1
10.1021/acs.cgd.7b00892;;;;1;;;;;;1
10.1134/s0021364017240122;;;;1;;;;;;
10.1039/c8nr05877f;;;;1;;;;;;
10.1088/1742-6596/847/1/012028;;;;;;;;;;1
10.1039/c8nr03222j;;;;1;;;;;;
10.1021/acsomega.7b00473;;;;;;;;;;1
10.2138/am-2017-6161;;;;1;;;;;;1
10.1007/s41061-017-0147-2;;;;1;;;1;;;1
10.1021/acs.analchem.7b02554;;;;1;;;;;;1
10.1007/s11242-017-0826-z;;;;1;;;1;;;1
10.1007/s11182-017-1030-x;;;;1;;;1;;;1
10.1080/14756366.2017.1378190;;;;1;;;;1;;1
10.1021/acs.inorgchem.7b01666;;;;1;;;;;;1
10.1007/s10854-017-7308-5;;;;1;;;1;;;1
10.1021/acsami.7b09173;;;;1;;;;;;1
10.1038/nsmb.3477;;;;1;;;1;;;1
10.1117/12.2275580;;;;1;;;;;;1
10.1021/acs.nanolett.7b02680;1;;;1;;;;;;1
10.1117/12.2277608;;;;1;;;;;;1
10.1016/j.proeng.2017.09.801;;;;1;;;;1;;1
10.1063/1.4993705;;;;1;;;;;;1
10.1016/j.envpol.2017.08.105;;;;1;;;;1;;1
10.1021/acs.inorgchem.7b02042;;;;1;;;;;;1
10.1021/acs.chemrev.7b00295;;;;1;;;;;;1
10.1117/12.2273470;;;;1;;;;;;1
10.1088/1361-6560/aa910b;;;;1;;;;;;1
10.1038/cddis.2017.487;;;;1;;;1;;;1
10.1111/jace.15112;;;;1;;;;;;1
10.1016/j.epsl.2017.11.043;;;;1;;;;1;;1
10.4028/www.scientific.net/ssp.257.99;;;;1;;;;;;
10.7717/peerj.3861;;;;1;;;;;;1
10.1038/s41467-017-01671-5;;;;1;;;1;;;1
10.4028/www.scientific.net/kem.750.53;;;;1;;;;;;
10.1038/s41598-017-15299-4;;;;1;;;1;;;1
10.1002/ente.201700022;;;;1;;;;;;1
10.1038/s41598-017-16733-3;;;;1;;;1;;;1
10.3389/fmats.2017.00039;;;;1;;;;;;1
10.1088/1361-6501/aa9acd;;;;1;;;;;;1
10.1002/smtd.201700234;1;;;1;;;;;;1
10.1021/acs.jpcc.7b10124;;;;1;;;;;;1
10.1016/j.chemgeo.2017.11.012;;;;1;;;;1;;1
10.1021/acs.inorgchem.7b01471;;;;1;;;;;;1
10.1073/pnas.1707171114;;;;1;;;;;;1
10.1093/nar/gkx732;;;;1;;;;;;1
10.1016/j.matchemphys.2017.08.069;;;;1;;;;1;;1
10.1002/advs.201700369;;;;1;;;;;;1
10.1080/03008207.2017.1391233;;;;1;;;;;;1
10.1080/08957959.2017.1302444;;;;1;;;;;;1
10.1016/j.nimb.2017.07.026;;;;1;;;;1;;1
10.1111/febs.14138;;;;1;;;;;;1
10.1111/febs.14140;;;;1;;;;;;1
10.1016/j.jnoncrysol.2017.09.051;;;;1;;;;1;;1
10.1002/asia.201700469;;;;1;;;;;;1
10.1149/2.1501713jes;;;;;;;;;;1
10.1007/978-3-319-63028-1_3;1;;;1;;;1;;;1
10.1016/j.joi.2017.09.004;;;;1;;;;1;;1
10.1016/j.bpj.2017.08.030;;;;1;;;;1;;1
10.1016/j.bpj.2017.08.046;;;;1;;;;1;;1
10.1016/j.euromechsol.2017.10.004;1;;;1;;;;1;;1
10.1016/j.tsf.2017.05.043;;;;1;;;;1;;1
10.1016/j.matdes.2017.09.031;;;;1;;;;1;;1
10.1016/j.actamat.2017.09.011;1;;;1;;;;1;;1
10.1021/acs.jpcc.7b08254;1;;;1;;;;;;1
10.1016/j.chemgeo.2017.09.010;;;;1;;;;1;;1
10.1126/sciadv.aao2047;1;;;1;;;;;;1
10.1016/j.bbagen.2017.09.017;;;;1;;;;1;;1
10.1016/j.msea.2017.09.131;1;;;1;;;;1;;1
10.1016/j.culher.2017.05.008;;;;1;;;;1;;1
10.1098/rsos.171100;;;;1;;;;;;1
10.1002/prot.25372;;;;1;;;;;;1
10.1002/mp.12570;1;;;1;;;;;;1
10.1038/s41598-017-14514-6;;;;1;;;1;;;1
10.1121/1.5009453;1;;;1;;;;;;1
10.1002/anie.201708368;;;;1;;;;;;1
10.1021/acs.jpcc.7b05873;;;;;;;;;;1
10.1038/s41467-017-01247-3;;;;1;;;1;;;1
10.1021/jacs.7b06472;;;;1;;;;;;1
10.1063/1.5008868;;;;1;;;;;;1
10.1038/s41598-017-15652-7;;;;1;;;1;;;1
10.1371/journal.pone.0186391;;;;1;;;;;;1
10.1007/s10751-017-1452-4;;;;1;;;1;;;1
10.1038/s41598-017-14757-3;;;;1;;;1;1;;1
10.1038/s41598-017-14586-4;;;;1;;;1;;;1
10.1038/s41467-017-01132-z;;;;1;;;1;;;1
10.3390/cryst7100322;1;;;1;;;;;;1
10.1038/s41467-017-01140-z;;;;1;;;1;;;1
10.1038/s41566-017-0013-3;;;;1;;;1;;;1
10.1021/acs.inorgchem.7b01862;;;;1;;;;;;1
10.1063/1.4998696;;;;1;;;;;;1
10.1021/acs.analchem.7b02871;;;;1;;;;;;1
10.2138/am-2017-5907;1;;;1;;;;;;1
10.1134/s0021364018030050;;;;1;;;;;;
10.1088/1742-6596/903/1/012043;;;;;;;;;;1
10.1073/pnas.1707970114;;;;1;;;;;;1
10.1038/s41467-017-01497-1;;;;1;;;1;;;1
10.7185/geochemlet.1738;;;;;;;;;;1
10.1038/s41598-017-15075-4;;;;1;;;1;;;1
10.1038/s41467-017-01402-w;;;;1;;;1;;;1
10.1038/s41467-017-01266-0;;;;1;;;1;;;1
10.1038/s41467-017-01445-z;1;;;1;;;1;;;1
10.1038/s41598-017-14448-z;;;;1;;;1;;;1
10.1038/s41598-017-14013-8;;;;1;;;1;;;1
10.1038/s41467-017-00862-4;;;;1;;;1;;;1
10.1038/s41467-017-01103-4;;;;1;;;1;;;1
10.1126/science.aal2712;1;;;1;;;;;;1
10.1021/acscatal.7b02193;;;;1;;;;;;1
10.1002/zaac.201700259;;;;1;;;;;;1
10.1002/cbic.201700363;1;;;1;;;;;;1
10.1002/anie.201708091;;;;1;;;;;;1
10.1002/cbic.201700374;;;;1;;;;;;1
10.1038/s41467-017-01879-5;;;;1;;;1;;;1
10.1371/journal.pone.0186110;;;;1;;;;;;1
10.1038/s41598-017-17259-4;;;;1;;;1;;;1
10.1002/pssr.201700343;;;;1;;;;;;1
10.1038/s41467-017-01578-1;;;;1;;;1;;;1
10.1021/acs.jpcc.7b08451;;;;1;;;;1;;1
10.1038/s41598-017-16953-7;;;;1;;;1;1;;1
10.1021/acs.jpcc.7b07792;;;;1;;;;;;1
10.1021/acs.jmedchem.7b01186;;;;1;;;;;;1
10.1126/science.aan4368;;;;1;;;;;;1
10.1021/acs.inorgchem.7b01574;;;;1;;;;;;1
10.1038/s41598-017-16841-0;1;;;1;;;1;;;1
10.1038/s41467-017-01542-z;1;;;1;;;1;;;1
10.1038/s41467-017-01582-5;1;;;1;;;1;;;1
10.1073/pnas.1713741114;;;;1;;;;;;1
10.1038/s41598-017-16392-4;;;;1;;;1;;;1
10.1126/science.aam5655;;;;1;;;;;;1
10.1021/acsenergylett.7b00981;;;;1;;;;;;1
10.1021/acsnano.7b05796;;;;1;;;;;;1
10.1021/acs.inorgchem.7b02063;;;;1;;;;;;1
10.1021/acscatal.7b01749;;;;1;;;;;;1
10.1002/zaac.201700337;;;;1;;;;;;1
10.1038/s41467-017-02043-9;;;;1;;;1;;;1
10.1021/acs.biochem.7b00556;;;;1;;;;;;1
10.1038/s41598-017-17251-y;1;;;1;;;1;;;1
10.1038/s41467-017-02049-3;1;;;1;;;1;;;1
10.1002/2211-5463.12337;;;;1;;;;;;1
10.1002/psc.3048;;;;1;;;;;;1
10.1007/s00707-017-1899-z;1;;;1;;;1;;;1
10.1007/s10534-017-0050-x;;;;1;;;1;;;1
10.1088/1742-6596/950/4/042023;;;;1;;;;;;1
10.1021/acsnano.7b03131;;;;1;;;;;;1
10.1016/j.nanoen.2017.10.063;;;;1;;;;1;;1
10.1021/acs.jmedchem.7b01215;;;;1;;;;;;1
10.1021/jacs.7b06351;;;;1;;;;;;1
10.1021/acs.analchem.7b02202;;;;1;;;;;;1
10.1063/1.5003162;;;;1;;;;;;1
10.1088/1742-6596/950/4/042049;;;;1;;;;;;1
10.1093/hmg/ddx383;;;;1;;;;1;;1
10.1073/pnas.1708549114;;;;1;;;;;;1
10.1063/1.4987145;1;;;1;;;;;;1
10.1016/j.chemphyslip.2017.11.001;;;;1;;;;1;;1
10.1016/j.gca.2017.10.031;1;;;1;;;;1;;1
10.1016/j.jsb.2017.10.004;1;;;1;;;;1;;1
10.1016/j.str.2017.08.013;;;;1;;;;1;;1
10.1016/j.jmb.2017.10.027;;;;1;;;;1;;1
10.1371/journal.pone.0187544;;;;1;;;;;;1
10.1088/1361-6668/aa8fae;;;;1;;;;;;1
10.1002/anie.201707154;;;;1;;;;;;1
10.2138/am-2017-5822;;;;1;;;;;;1
10.1021/acs.jpcc.7b07066;;;;;;;;;;1
10.1021/acs.chemmater.7b03155;;;;1;;;;;;1
10.1371/journal.ppat.1006636;;;;1;;;;;1;1
10.1063/1.4990146;1;;;1;;;;;;1
10.1002/chem.201703429;1;;;1;;;;;;1
10.1038/s41598-017-16413-2;;;;1;;;1;;;1
10.1080/08940886.2017.1364528;;;;1;;;;;;1
10.1088/1361-6528/aa926f;;;;1;;;;;;1
10.1080/19420862.2017.1364825;;;;1;;;;;;1
10.1126/science.aan8862;1;;;1;;;;;;1
10.1111/febs.14283;;;;1;;;;;;1
10.1002/admi.201700599;;;;1;;;;;;1
10.1021/acs.inorgchem.7b02151;;;;1;;;;;;1
10.1103/physrevb.97.045134;;;;1;;;;;;
10.1038/s41598-017-16345-x;1;;;1;;;1;;;1
10.1098/rsta.2017.0057;;;;1;;;;;;1
10.1038/s41467-017-01485-5;;;;1;;;1;;;1
10.1021/acsnano.7b04447;;;;1;;;;;;1
10.1021/acs.langmuir.7b02802;;;;1;;;;;;1
10.1021/jacs.7b07694;;;;1;;;;;;1
10.1038/s41467-017-01832-6;;;;1;;;1;;;1
10.1016/j.tetasy.2017.09.011;;;;1;;;;1;;1
10.1515/pac-2016-1003;;;;;;;;;;1
10.1021/jacs.7b08748;;;;;;;;;;1
10.1167/iovs.17-22273;;;;1;;;;;;1
10.1111/mmi.13836;;;;1;;;;;;1
10.1002/pc.23825;;;;1;;;;;;1
10.1111/febs.14276;;;;1;;;;;;1
10.1002/piuz.201770605;;;;1;;;;;;1
10.1177/0309324717748097;1;;;1;;;;;;1
10.1063/1.4999951;;;;1;;;;;;1
10.1002/mp.12566;;;;1;;;;;;1
10.1038/s41567-017-0001-z;;;;1;;;1;;;1
10.1088/1361-6501/aa9c19;;;;1;;;;;;1
10.1007/s10948-017-4418-5;;;;1;;;1;;;1
10.1002/slct.201701435;;;;1;;;;;;1
10.1007/s10948-017-4459-9;;;;1;;;1;;;1
10.1007/s12237-017-0324-0;;;;1;;;1;;;1
10.1080/21663831.2017.1409288;;;;1;;;;;;1
10.1007/s40843-017-9118-3;;;;1;;;1;;;1
10.1007/s12542-017-0382-4;;;;1;;;1;;;1
10.1007/s12678-017-0416-4;1;;;1;;;1;;;1
10.1016/j.molcel.2017.10.017;;;;1;;;;1;;1
10.1080/08957959.2017.1397143;;;;1;;;;;;1
10.1080/07391102.2017.1395767;;;;1;;;;;;1
10.1080/19420862.2017.1384892;;;;1;;;;;;1
10.1371/journal.pone.0188509;;;;1;;;;;1;1
10.1080/07391102.2017.1353441;;;;1;;;;;;1
10.1016/j.ijmecsci.2017.12.044;1;;;1;;;;1;;1
10.3390/biom7030063;;;;;;;;;;1
10.1002/cbic.201700503;;;;1;;;;;;1
10.1016/j.ijpvp.2017.09.002;;;;1;;;;1;;1
10.1016/j.bpj.2017.10.002;;;;1;;;;1;;1
10.1016/j.str.2017.11.002;;;;1;;;;1;;1
10.1016/j.trac.2017.09.016;;;;1;;;;1;;1
10.1016/j.cell.2017.11.039;;;;1;;;;1;;1
10.1016/j.polymer.2017.11.005;;;;1;;;;1;;1
10.1016/j.bpc.2017.05.016;;;;1;;;;1;;1
10.1016/j.jsb.2017.08.002;;;;1;;;;1;;1
10.1016/j.jsb.2017.05.003;;;;1;;;;1;;1
10.1016/j.surfcoat.2017.06.082;1;;;1;;;;1;;1
10.1016/j.ejps.2017.08.021;;;;1;;;;1;;1
10.1016/j.coelec.2017.09.021;;;;1;;;;1;;1
10.1016/j.cub.2017.09.063;;;;1;;;;1;;1
10.1016/j.bpj.2017.10.014;;;;1;;;;1;;1
10.1016/j.jsb.2017.07.001;;;;1;;;;1;;1
10.1016/j.str.2017.10.001;;;;1;;;;1;;1
10.1016/j.jmb.2017.10.016;;;;1;;;;1;;1
10.1016/j.str.2017.10.006;;;;1;;;;1;;1
10.1016/j.cclet.2017.11.002;;;;1;;;;1;;1
10.1103/physrevb.95.235149;;;;1;;;;;;
10.1016/j.matchar.2017.11.013;;;;1;;;;1;;1
10.1016/j.cub.2017.10.069;;;;1;;;;1;;1
10.1016/j.elspec.2017.09.010;;;;1;;;;1;;1
10.1016/j.physb.2017.10.031;;;;1;;;;1;;1
10.1016/j.physb.2017.09.120;1;;;1;;;;1;;1
10.1016/j.scitotenv.2017.10.002;1;;;1;;;;1;;1
10.1016/j.ijpvp.2017.04.006;;;;1;;;;1;;1
10.1007/s12648-017-1025-z;;;;1;;;1;;;1
10.1088/1361-6463/aaa2f2;;;;1;;;;;;1
10.1016/j.mechmat.2017.12.004;1;;;1;;;;1;;1
10.1038/s41598-017-17493-w;;;;1;;;1;;;1
10.1016/j.chembiol.2017.10.006;;;;1;;;;1;;1
10.1126/science.aaj2156;;;;1;;;;;;1
10.1016/j.physb.2017.09.104;;;;1;;;;1;;1
10.1002/chem.201702707;;;;1;;;;;;1
10.1016/j.jre.2017.09.011;;;;1;;;;1;;1
10.1117/12.2274745;;;;1;;;;;;1
10.1016/j.jmb.2017.11.011;;;;1;;;;1;;1
10.1016/j.jsb.2017.12.006;;;;1;;;;1;;1
10.1021/acs.analchem.7b02949;1;;;1;;;;;;1
10.1016/j.jeurceramsoc.2017.12.003;;;;1;;;;1;;1
10.1126/sciadv.aao4044;;;;1;;;;;;1
10.1016/bs.mie.2017.11.002;;;;1;;;;1;;1
10.1016/j.bpj.2017.11.3743;;;;1;;;;1;;1
10.1016/j.jinorgbio.2017.12.012;;;;1;;;;1;;1
10.1007/978-981-10-6038-0_4;;;;1;;;1;;;1
10.1016/j.jsb.2017.12.008;;;;1;;;;1;;1
10.1016/j.cattod.2017.12.016;;;;1;;;;1;;1
10.1107/s1600577518008639;;;;1;;;;;;
10.1016/j.ejmech.2017.12.085;;;;1;;;;1;;1
10.1016/j.jsb.2017.12.012;;;;1;;;;1;;1
10.1107/s2053230x18009755;;;;1;;;;;;
10.1016/j.molstruc.2017.12.031;;;;1;;;;1;;1
10.1016/j.molcel.2017.12.003;;;;1;;;;1;;1
10.1107/s2059798317013596;;;;1;;;;;;
10.1557/jmr.2017.107;;;;;;;;;;1
10.1557/jmr.2017.187;;;;;;;;;;1
10.1021/acs.biochem.7b01088;1;;;1;;;;;;1
10.1016/j.chemgeo.2017.12.023;;;;1;;;;1;;1
10.1038/nature24679;;;;1;;;1;;;1
10.1021/acs.chemmater.7b03918;;;;1;;;;;;1
10.1051/epjconf/201817009005;;;;1;;;;;;1
10.1021/jacs.7b09343;;;;1;;;;;;1
10.1021/jacs.7b09560;;;;1;;;;;;1
10.1016/j.ejps.2017.10.024;;;;1;;;;1;;1
10.1038/nnano.2017.15;;;;1;;;1;;;1
10.1371/journal.pone.0191162;;;;1;;;;;;1
10.1111/febs.14312;;;;1;;;;;;1
10.1038/s41467-017-02054-6;;;;1;;;1;;;1
10.1038/s41598-017-17703-5;;;;1;;;1;;;1
10.1002/cssc.201701629;;;;1;;;;;;1
10.1038/s41598-017-17543-3;;;;1;;;1;;;1
10.1038/s41598-017-17458-z;1;;;1;;;1;;;1
10.1038/s41598-017-17677-4;;;;1;;;1;;;1
10.1038/s41566-017-0068-1;;;;1;;;1;;;1
10.1038/s41598-017-17044-3;;;;1;;;1;;;1
10.1007/s00018-017-2533-x;;;;1;;;1;;;1
10.1002/slct.201702185;;;;1;;;;;;1
10.1002/anie.201709368;;;;1;;;;;;1
10.1002/chem.201704573;;;;1;;;;;;1
10.1002/anie.201709539;;;;1;;;;;;1
10.1073/pnas.1715495114;;;;1;;;;;;1
10.1021/acs.nanolett.7b03823;;;;1;;;;;;1
10.1063/1.5016592;;;;1;;;;;;1
10.1038/nchembio.2528;;;;1;;;1;;;1
10.1002/9783527691036.hsscvol3003;;;;1;;;;;;1
10.1002/cctc.201700426;;;;1;;;;;;1
10.1021/acsami.7b13377;;;;1;;;;;;1
10.1021/acs.jmedchem.7b01255;;;;1;;;;;;1
10.1063/1.4986856;;;;1;;;;;;1
10.1021/acsbiomaterials.6b00570;;;;1;;;;;;1
10.1063/1.5001295;;;;;;;;;;1
10.1007/s11172-017-1928-z;;;;1;;;1;;;1
10.1021/acsmedchemlett.7b00025;;;;1;;;;;;1
10.1209/0295-5075/118/17004;;;;1;;;;;;1
10.1021/acs.macromol.7b01930;;;;1;;;;;;1
10.1088/2053-1583/4/1/015001;;;;1;;;;;;1
10.1007/s11666-017-0624-8;1;;;1;;;1;;;1
10.1371/journal.pone.0189833;;;;1;;;;;;1
10.1021/acs.jnatprod.7b00350;;;;1;;;;;;1
10.1149/2.1221707jes;;;;;;;;;;1
10.1021/acs.inorgchem.7b00462;;;;1;;;;;;1
10.1180/minmag.2016.080.157;;;;1;;;;;;1
10.1021/acsinfecdis.7b00080;;;;1;;;;;;1
10.1093/petrology/egx042;;;;1;;;;;;1
10.1038/s41598-017-06250-8;;;;1;;;1;;;1
10.1021/acsearthspacechem.7b00005;;;;1;;;;;;1
10.1063/1.5004522;;;;1;;;;;;1
10.1021/jacs.7b07437;;;;1;;;;;;1
10.1038/nchembio.2335;;;;1;;;1;;;1
10.1021/acs.jpcb.7b09688;;;;1;;;;;;1
10.1002/term.2080;;;;1;;;;;;1
10.1117/12.2272935;;;;1;;;;;;1
10.1007/s10237-017-0926-2;1;;;1;;;1;;;1
10.1007/s10973-017-6389-y;;;;1;;;1;;;1
10.1080/08957959.2017.1387255;;;;1;;;;;;1
10.1073/pnas.1715361115;;;;1;;;;;;1
10.1371/journal.pone.0187716;;;;1;;;;;1;1
10.1371/journal.pone.0189584;;;;1;;;;;;1
10.1371/journal.pbio.2004470;1;;;1;;;;;1;1
10.1371/journal.pone.0189049;1;;;1;;;;;1;1
10.1371/journal.pone.0188915;;;;;;;;;;1
10.1051/matecconf/201712902024;;;;1;;;;;;1
10.1016/j.apgeochem.2016.11.023;;;;1;;;;1;;1
10.1002/smll.201603054;;;;1;;;;;;1
10.1039/c7sm02408h;;;;1;;;;;;
10.1117/12.2274519;;;;1;;;;;1;1
10.1088/1742-6596/950/4/042017;;;;;;;;;;1
10.1149/2.0281706jss;;;;1;;;;;;1
10.1117/12.2308289;1;;;1;;;;;;1
10.1098/rsif.2017.0062;;;;1;;;;;;1
10.1002/crat.201600252;;;;1;;;;;;1
10.2210/pdb6fpr/pdb;;;;1;;;;1;;
10.3390/met7070232;1;;;1;;;;;;1
10.1002/adem.201600735;;;;1;;;;;;1
10.1038/s41467-017-01263-3;;;;1;;;1;;;1
10.1126/science.aap9221;;;;1;;;;;;1
10.1039/c8dt01254g;;;;1;;;;;;
